Year,Month,ISHMT,Area,All Hospital Discharges,"Hospital Discharges Per 1,000 Population"
2018,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,50,0.084276244
2018,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,48,0.080905194
2018,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,57,0.096074918
2018,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,55,0.092703868
2018,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,54,0.091018344
2018,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,57,0.096074918
2018,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,53,0.089332819
2018,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,68,0.114615692
2018,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,49,0.082590719
2018,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,42,0.070792045
2019,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,67,0.112930167
2019,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,68,0.114615692
2019,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,54,0.091018344
2019,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,58,0.097760443
2019,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,72,0.121357791
2019,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,74,0.124728841
2019,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,59,0.099445968
2019,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,61,0.102817018
2019,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,62,0.104502543
2019,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,55,0.092703868
2019,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,55,0.092703868
2019,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,49,0.082590719
2020,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,64,0.107873592
2020,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,84,0.14158409
2020,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,34,0.057307846
2020,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,6,0.010113149
2020,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,17,0.028653923
2020,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,39,0.06573547
2020,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,73,0.123043316
2020,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,36,0.060678896
2020,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,51,0.085961769
2020,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,51,0.085961769
2020,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,45,0.07584862
2020,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,47,0.079219669
2021,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,16,0.026968398
2021,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,20,0.033710498
2021,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,48,0.080905194
2021,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,49,0.082590719
2021,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,51,0.085961769
2021,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,64,0.107873592
2021,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,44,0.074163095
2021,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,50,0.084276244
2021,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,62,0.104502543
2021,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,56,0.094389393
2021,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,57,0.096074918
2021,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,43,0.07247757
2022,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,52,0.087647294
2022,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,41,0.06910652
2022,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,49,0.082590719
2022,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,50,0.084276244
2022,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,52,0.087647294
2022,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,59,0.099445968
2022,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,52,0.087647294
2022,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,54,0.091018344
2022,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,70,0.117986742
2022,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,64,0.107873592
2022,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,63,0.106188068
2022,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,48,0.080905194
2023,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,64,0.107873592
2023,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,62,0.104502543
2023,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,85,0.143269615
2023,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,49,0.082590719
2023,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,56,0.094389393
2023,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,47,0.079219669
2023,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,55,0.092703868
2023,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,62,0.104502543
2023,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,68,0.114615692
2023,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,60,0.101131493
2023,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,66,0.111244642
2023,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,49,0.082590719
2017,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,173,0.115221799
2017,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,215,0.143194721
2017,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,227,0.151186984
2017,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,177,0.117885887
2017,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,231,0.153851072
2017,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,184,0.12254804
2017,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,187,0.124546106
2017,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,192,0.127876216
2017,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,175,0.116553843
2017,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,152,0.101235338
2017,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,200,0.133204392
2017,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,143,0.09524114
2018,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,191,0.127210194
2018,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,152,0.101235338
2018,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,176,0.117219865
2018,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,170,0.113223733
2018,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,224,0.149188919
2018,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,174,0.115887821
2018,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,178,0.118551908
2018,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,181,0.120549974
2018,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,162,0.107895557
2018,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,214,0.142528699
2018,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,217,0.144526765
2018,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,142,0.094575118
2019,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,196,0.130540304
2019,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,163,0.108561579
2019,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,195,0.129874282
2019,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,215,0.143194721
2019,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,206,0.137200523
2019,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,182,0.121215996
2019,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,221,0.147190853
2019,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,193,0.128542238
2019,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,212,0.141196655
2019,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,242,0.161177314
2019,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,215,0.143194721
2019,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,149,0.099237272
2020,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,199,0.13253837
2020,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,199,0.13253837
2020,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,126,0.083918767
2020,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,8,0.005328176
2020,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,23,0.015318505
2020,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,79,0.052615735
2020,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,152,0.101235338
2020,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,134,0.089246942
2020,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,184,0.12254804
2020,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,175,0.116553843
2020,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,161,0.107229535
2020,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,123,0.081920701
2021,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,67,0.044623471
2021,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,111,0.073928437
2021,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,185,0.123214062
2021,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,182,0.121215996
2021,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,146,0.097239206
2021,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,219,0.145858809
2021,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,210,0.139864611
2021,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,188,0.125212128
2021,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,228,0.151853006
2021,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,208,0.138532567
2021,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,220,0.146524831
2021,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,157,0.104565447
2022,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,174,0.115887821
2022,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,202,0.134536435
2022,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,203,0.135202457
2022,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,170,0.113223733
2022,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,180,0.119883952
2022,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,200,0.133204392
2022,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,208,0.138532567
2022,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,227,0.151186984
2022,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,218,0.145192787
2022,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,251,0.167171511
2022,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,233,0.155183116
2022,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,180,0.119883952
2023,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,227,0.151186984
2023,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,247,0.164507424
2023,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,259,0.172499687
2023,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,251,0.167171511
2023,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,253,0.168503555
2023,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,254,0.169169577
2023,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,238,0.158513226
2023,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,271,0.180491951
2023,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,260,0.173165709
2023,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,285,0.189816258
2023,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,289,0.192480346
2023,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,230,0.15318505
2017,1,Pneumonia (J12-J18),Co. Cork,130,0.219118235
2017,2,Pneumonia (J12-J18),Co. Cork,95,0.160124864
2017,3,Pneumonia (J12-J18),Co. Cork,89,0.150011714
2017,4,Pneumonia (J12-J18),Co. Cork,77,0.129785416
2017,5,Pneumonia (J12-J18),Co. Cork,81,0.136527515
2017,6,Pneumonia (J12-J18),Co. Cork,75,0.126414366
2017,7,Pneumonia (J12-J18),Co. Cork,71,0.119672267
2017,8,Pneumonia (J12-J18),Co. Cork,67,0.112930167
2017,9,Pneumonia (J12-J18),Co. Cork,55,0.092703868
2017,10,Pneumonia (J12-J18),Co. Cork,95,0.160124864
2017,11,Pneumonia (J12-J18),Co. Cork,76,0.128099891
2017,12,Pneumonia (J12-J18),Co. Cork,81,0.136527515
2018,1,Pneumonia (J12-J18),Co. Cork,119,0.200577461
2018,2,Pneumonia (J12-J18),Co. Cork,82,0.13821304
2018,3,Pneumonia (J12-J18),Co. Cork,90,0.151697239
2018,4,Pneumonia (J12-J18),Co. Cork,111,0.187093262
2018,5,Pneumonia (J12-J18),Co. Cork,81,0.136527515
2018,6,Pneumonia (J12-J18),Co. Cork,92,0.155068289
2018,7,Pneumonia (J12-J18),Co. Cork,65,0.109559117
2018,8,Pneumonia (J12-J18),Co. Cork,57,0.096074918
2018,9,Pneumonia (J12-J18),Co. Cork,80,0.134841991
2018,10,Pneumonia (J12-J18),Co. Cork,95,0.160124864
2018,11,Pneumonia (J12-J18),Co. Cork,79,0.133156466
2018,12,Pneumonia (J12-J18),Co. Cork,102,0.171923538
2019,1,Pneumonia (J12-J18),Co. Cork,139,0.234287958
2019,2,Pneumonia (J12-J18),Co. Cork,81,0.136527515
2019,3,Pneumonia (J12-J18),Co. Cork,93,0.156753814
2019,4,Pneumonia (J12-J18),Co. Cork,87,0.146640665
2019,5,Pneumonia (J12-J18),Co. Cork,76,0.128099891
2019,6,Pneumonia (J12-J18),Co. Cork,67,0.112930167
2019,7,Pneumonia (J12-J18),Co. Cork,80,0.134841991
2019,8,Pneumonia (J12-J18),Co. Cork,62,0.104502543
2019,9,Pneumonia (J12-J18),Co. Cork,80,0.134841991
2019,10,Pneumonia (J12-J18),Co. Cork,80,0.134841991
2019,11,Pneumonia (J12-J18),Co. Cork,79,0.133156466
2019,12,Pneumonia (J12-J18),Co. Cork,86,0.14495514
2020,1,Pneumonia (J12-J18),Co. Cork,123,0.20731956
2020,2,Pneumonia (J12-J18),Co. Cork,98,0.165181438
2020,3,Pneumonia (J12-J18),Co. Cork,106,0.178665637
2020,4,Pneumonia (J12-J18),Co. Cork,70,0.117986742
2020,5,Pneumonia (J12-J18),Co. Cork,71,0.119672267
2020,6,Pneumonia (J12-J18),Co. Cork,63,0.106188068
2020,7,Pneumonia (J12-J18),Co. Cork,45,0.07584862
2020,8,Pneumonia (J12-J18),Co. Cork,47,0.079219669
2020,9,Pneumonia (J12-J18),Co. Cork,54,0.091018344
2020,10,Pneumonia (J12-J18),Co. Cork,45,0.07584862
2020,11,Pneumonia (J12-J18),Co. Cork,57,0.096074918
2020,12,Pneumonia (J12-J18),Co. Cork,57,0.096074918
2021,1,Pneumonia (J12-J18),Co. Cork,209,0.3522747
2021,2,Pneumonia (J12-J18),Co. Cork,145,0.244401108
2021,3,Pneumonia (J12-J18),Co. Cork,76,0.128099891
2021,4,Pneumonia (J12-J18),Co. Cork,58,0.097760443
2021,5,Pneumonia (J12-J18),Co. Cork,49,0.082590719
2021,6,Pneumonia (J12-J18),Co. Cork,74,0.124728841
2021,7,Pneumonia (J12-J18),Co. Cork,68,0.114615692
2021,8,Pneumonia (J12-J18),Co. Cork,67,0.112930167
2021,9,Pneumonia (J12-J18),Co. Cork,88,0.14832619
2021,10,Pneumonia (J12-J18),Co. Cork,132,0.222489284
2021,11,Pneumonia (J12-J18),Co. Cork,155,0.261256357
2021,12,Pneumonia (J12-J18),Co. Cork,118,0.198891936
2022,1,Pneumonia (J12-J18),Co. Cork,133,0.224174809
2022,2,Pneumonia (J12-J18),Co. Cork,88,0.14832619
2022,3,Pneumonia (J12-J18),Co. Cork,114,0.192149836
2022,4,Pneumonia (J12-J18),Co. Cork,124,0.209005085
2022,5,Pneumonia (J12-J18),Co. Cork,104,0.175294588
2022,6,Pneumonia (J12-J18),Co. Cork,104,0.175294588
2022,7,Pneumonia (J12-J18),Co. Cork,95,0.160124864
2022,8,Pneumonia (J12-J18),Co. Cork,77,0.129785416
2022,9,Pneumonia (J12-J18),Co. Cork,59,0.099445968
2022,10,Pneumonia (J12-J18),Co. Cork,83,0.139898565
2022,11,Pneumonia (J12-J18),Co. Cork,116,0.195520886
2022,12,Pneumonia (J12-J18),Co. Cork,123,0.20731956
2023,1,Pneumonia (J12-J18),Co. Cork,160,0.269683981
2023,2,Pneumonia (J12-J18),Co. Cork,101,0.170238013
2023,3,Pneumonia (J12-J18),Co. Cork,100,0.168552488
2023,4,Pneumonia (J12-J18),Co. Cork,112,0.188778787
2023,5,Pneumonia (J12-J18),Co. Cork,129,0.21743271
2023,6,Pneumonia (J12-J18),Co. Cork,103,0.173609063
2023,7,Pneumonia (J12-J18),Co. Cork,80,0.134841991
2023,8,Pneumonia (J12-J18),Co. Cork,103,0.173609063
2023,9,Pneumonia (J12-J18),Co. Cork,107,0.180351162
2023,10,Pneumonia (J12-J18),Co. Cork,120,0.202262986
2023,11,Pneumonia (J12-J18),Co. Cork,126,0.212376135
2023,12,Pneumonia (J12-J18),Co. Cork,130,0.219118235
2017,1,Pneumonia (J12-J18),Co. Dublin,403,0.268406849
2017,2,Pneumonia (J12-J18),Co. Dublin,284,0.189150236
2017,3,Pneumonia (J12-J18),Co. Dublin,332,0.22111929
2017,4,Pneumonia (J12-J18),Co. Dublin,300,0.199806587
2017,5,Pneumonia (J12-J18),Co. Dublin,323,0.215125092
2017,6,Pneumonia (J12-J18),Co. Dublin,263,0.175163775
2017,7,Pneumonia (J12-J18),Co. Dublin,218,0.145192787
2017,8,Pneumonia (J12-J18),Co. Dublin,205,0.136534501
2017,9,Pneumonia (J12-J18),Co. Dublin,234,0.155849138
2017,10,Pneumonia (J12-J18),Co. Dublin,307,0.204468741
2017,11,Pneumonia (J12-J18),Co. Dublin,293,0.195144434
2017,12,Pneumonia (J12-J18),Co. Dublin,434,0.28905353
2018,1,Pneumonia (J12-J18),Co. Dublin,454,0.302373969
2018,2,Pneumonia (J12-J18),Co. Dublin,337,0.2244494
2018,3,Pneumonia (J12-J18),Co. Dublin,321,0.213793048
2018,4,Pneumonia (J12-J18),Co. Dublin,326,0.217123158
2018,5,Pneumonia (J12-J18),Co. Dublin,364,0.242431993
2018,6,Pneumonia (J12-J18),Co. Dublin,283,0.188484214
2018,7,Pneumonia (J12-J18),Co. Dublin,243,0.161843336
2018,8,Pneumonia (J12-J18),Co. Dublin,241,0.160511292
2018,9,Pneumonia (J12-J18),Co. Dublin,276,0.18382206
2018,10,Pneumonia (J12-J18),Co. Dublin,310,0.206466807
2018,11,Pneumonia (J12-J18),Co. Dublin,334,0.222451334
2018,12,Pneumonia (J12-J18),Co. Dublin,403,0.268406849
2019,1,Pneumonia (J12-J18),Co. Dublin,432,0.287721486
2019,2,Pneumonia (J12-J18),Co. Dublin,384,0.255752432
2019,3,Pneumonia (J12-J18),Co. Dublin,319,0.212461004
2019,4,Pneumonia (J12-J18),Co. Dublin,348,0.231775641
2019,5,Pneumonia (J12-J18),Co. Dublin,347,0.231109619
2019,6,Pneumonia (J12-J18),Co. Dublin,282,0.187818192
2019,7,Pneumonia (J12-J18),Co. Dublin,296,0.197142499
2019,8,Pneumonia (J12-J18),Co. Dublin,253,0.168503555
2019,9,Pneumonia (J12-J18),Co. Dublin,245,0.16317538
2019,10,Pneumonia (J12-J18),Co. Dublin,338,0.225115422
2019,11,Pneumonia (J12-J18),Co. Dublin,361,0.240433927
2019,12,Pneumonia (J12-J18),Co. Dublin,417,0.277731156
2020,1,Pneumonia (J12-J18),Co. Dublin,480,0.31969054
2020,2,Pneumonia (J12-J18),Co. Dublin,345,0.229777575
2020,3,Pneumonia (J12-J18),Co. Dublin,429,0.28572342
2020,4,Pneumonia (J12-J18),Co. Dublin,587,0.390954889
2020,5,Pneumonia (J12-J18),Co. Dublin,374,0.249092212
2020,6,Pneumonia (J12-J18),Co. Dublin,285,0.189816258
2020,7,Pneumonia (J12-J18),Co. Dublin,225,0.14985494
2020,8,Pneumonia (J12-J18),Co. Dublin,201,0.133870413
2020,9,Pneumonia (J12-J18),Co. Dublin,259,0.172499687
2020,10,Pneumonia (J12-J18),Co. Dublin,370,0.246428124
2020,11,Pneumonia (J12-J18),Co. Dublin,288,0.191814324
2020,12,Pneumonia (J12-J18),Co. Dublin,307,0.204468741
2021,1,Pneumonia (J12-J18),Co. Dublin,842,0.560790488
2021,2,Pneumonia (J12-J18),Co. Dublin,656,0.436910404
2021,3,Pneumonia (J12-J18),Co. Dublin,540,0.359651857
2021,4,Pneumonia (J12-J18),Co. Dublin,376,0.250424256
2021,5,Pneumonia (J12-J18),Co. Dublin,305,0.203136697
2021,6,Pneumonia (J12-J18),Co. Dublin,291,0.19381239
2021,7,Pneumonia (J12-J18),Co. Dublin,241,0.160511292
2021,8,Pneumonia (J12-J18),Co. Dublin,343,0.228445531
2021,9,Pneumonia (J12-J18),Co. Dublin,373,0.24842619
2021,10,Pneumonia (J12-J18),Co. Dublin,414,0.27573309
2021,11,Pneumonia (J12-J18),Co. Dublin,554,0.368976164
2021,12,Pneumonia (J12-J18),Co. Dublin,597,0.397615109
2022,1,Pneumonia (J12-J18),Co. Dublin,446,0.297045793
2022,2,Pneumonia (J12-J18),Co. Dublin,314,0.209130895
2022,3,Pneumonia (J12-J18),Co. Dublin,373,0.24842619
2022,4,Pneumonia (J12-J18),Co. Dublin,346,0.230443597
2022,5,Pneumonia (J12-J18),Co. Dublin,301,0.200472609
2022,6,Pneumonia (J12-J18),Co. Dublin,314,0.209130895
2022,7,Pneumonia (J12-J18),Co. Dublin,362,0.241099949
2022,8,Pneumonia (J12-J18),Co. Dublin,281,0.18715217
2022,9,Pneumonia (J12-J18),Co. Dublin,255,0.169835599
2022,10,Pneumonia (J12-J18),Co. Dublin,347,0.231109619
2022,11,Pneumonia (J12-J18),Co. Dublin,420,0.279729222
2022,12,Pneumonia (J12-J18),Co. Dublin,419,0.2790632
2023,1,Pneumonia (J12-J18),Co. Dublin,482,0.321022584
2023,2,Pneumonia (J12-J18),Co. Dublin,326,0.217123158
2023,3,Pneumonia (J12-J18),Co. Dublin,393,0.261746629
2023,4,Pneumonia (J12-J18),Co. Dublin,373,0.24842619
2023,5,Pneumonia (J12-J18),Co. Dublin,360,0.239767905
2023,6,Pneumonia (J12-J18),Co. Dublin,331,0.220453268
2023,7,Pneumonia (J12-J18),Co. Dublin,284,0.189150236
2023,8,Pneumonia (J12-J18),Co. Dublin,286,0.19048228
2023,9,Pneumonia (J12-J18),Co. Dublin,269,0.179159907
2023,10,Pneumonia (J12-J18),Co. Dublin,358,0.238435861
2023,11,Pneumonia (J12-J18),Co. Dublin,399,0.265742761
2023,12,Pneumonia (J12-J18),Co. Dublin,526,0.35032755
